1443.93,1449.77,Bed006-c2,s.%--,,,,but what that means is we have here first of all ==
1450.09,1454.93,Bed006-c2,s,18a,,,on the - in the - in the first iteration a stupid list of source-path-goal actions .
1455.66,1457.44,Bed006-c1,s^2.%--,18b.19a,,,actions that can be categorized with ==
1457.85,1459.37,Bed006-c1,s^2,18b+.19a+,,,or that are related to source-path-goal .
1457.89,1458.24,Bed006-c2,%-,,,,wi- ==
1459.54,1459.76,Bed006-c4,s^bk,19b-1,,,o_k .
1459.91,1460.54,Bed006-c2,s^2,19b-2,,,to that schema .
1461.26,1461.63,Bed006-cA,b,,,,mm-hmm .
1462.12,1466.72,Bed006-c2,s,,,,and we will have you know forced motion and cost action actions .
1467.42,1472.4,Bed006-c1,s,,,,and then those actions can be in multiple categories at the same time if necessary .
1472.77,1477.67,Bed006-c2,s,,,,so a push may be in - in - in both you know push uh - in this or this .
1478.07,1480.14,Bed006-cA,s^bu,20a,,,forced motion and caused action for instance .
1478.24,1478.4,Bed006-c2,fh,,,,uh ==
1479.77,1480.16,Bed006-c2,s^aa,20b.21a,,,exactly .
1480.14,1480.35,Bed006-cA,s^bk,21b,,,o_k .
1480.55,1480.67,Bed006-c2,b,,,,yeah .
1481.78,1488.65,Bed006-c2,fg|s,,,,also | these things may or may not get their own structure in the future .
1489.36,1494.21,Bed006-c2,s,,,,so this is something that you know may also be a res- - as a result of your work .
1494.35,1499.63,Bed006-c2,s.%--,,,,in the future we may find out that you know there're really s- - these subtle differences between ==
1500.19,1500.76,Bed006-c2,fh,,,,um ==
1501.2,1510.27,Bed006-c2,s,,,,even within the domain of entering in the light of a source-path-goal schema that we need to put in - fill in additional structure up there .
1512.03,1513.86,Bed006-c2,s^ba,,,,but it gives us a nice handle .
1513.86,1519.54,Bed006-c2,s,,,,so with this we can basically um - you know s- - slaughter the cow any- - anyway we want .
1520.29,1520.75,Bed006-c2,fh,,,,uh ==
1522.21,1525.9,Bed006-c2,s,,,,it - it is - it was sort of a - it gave us some headache .
1525.9,1530.22,Bed006-c2,qr,,,,how do we avoid writing down that we have sort of the enter source-path-goal ?
1530.22,1533.56,Bed006-c2,s,,,,that this - but this sort of gets the job done in that respect .
1533.56,1540.72,Bed006-c2,s,,,,and maybe it is even conceptually somewhat adequate in a sense that um - we're talking about two different things .
1540.72,1544.18,Bed006-c2,s,,,,we're talking more on the sort of intention level up there .
1544.69,1550.34,Bed006-c2,s,,,,and more on the - this is the - your basic bone um - schema down there .
1551.83,1552.88,Bed006-c1,s,22a,,,uh - one question robert .
1552.88,1556.34,Bed006-c1,qy,22a+,,,when you point at the screen is it your shadow that i'm supposed to look at ?
1555.66,1556.89,Bed006-cA,s^aa|s,22b.23a,,,yeah | it's the shadow .
1556.34,1556.7,Bed006-c1,s^bk,23b,,,o_k .
1557.17,1559.06,Bed006-c1,s,24a,,,whereas - i keep looking where your hand is .
1560.05,1560.63,Bed006-c1,s.%-,,,,and it doesn't ==
1560.21,1561.77,Bed006-c2,s,24b.25a,,,well that wouldn't have helped you at all .
1561.69,1562.06,Bed006-cA,b.%,,,,right .
1561.74,1562,Bed006-c1,s^bk,25b,,,yeah .
1563.14,1568.66,Bed006-c1,s,,,,basically what this is - is that there's an interface between what we are doing and the action planner .
1563.91,1564.65,Bed006-c4,s^t1,,,,spit right here .
1569.73,1579.25,Bed006-c1,s,,,,and right now the way the interface is action go and then they have the - what the person claimed was the source and the person claimed as the goal passed on .
1579.39,1579.82,Bed006-cA,b,,,,mm-hmm .
1579.91,1589.5,Bed006-c1,s,,,,and the problem is is that the current system does not distinguish between goes of type going into goes of type want to go to a place where i can take a picture of et cetera .
1590.07,1591.53,Bed006-c2,s.%--,,,,so this is sort of what it looks like ==
1591.53,1601.37,Bed006-c2,s,26a,,,now some simple go action from it - from an object named peter's kirche of the type church to an object named powder-tower of the type tower .
1602.91,1605.28,Bed006-cA,qy^bu^d^rt,26b.27a,,,this is the - uh - what the action planner uses ?
1603.05,1603.21,Bed006-c2,qy^d^f^g,26a+,,,right ?
1605.48,1605.81,Bed006-cA,s.%-,,,,this is ==
1605.55,1606.14,Bed006-c1,s^aa|s^aap,27b-1.28a,,,right | currently .
1605.81,1606.19,Bed006-cA,s^bk,28b,,,o_k .
1606.44,1606.82,Bed006-c2,s^aap,27b-2,,,currently .
1606.47,1608.86,Bed006-cA,qy^bu^d^rt,29a,,,and is that - and tha- - that's changeable ?
1609.39,1609.82,Bed006-cA,qrr,29a+,,,or not ?
1610.08,1610.5,Bed006-c2,s^bk|%-,29b,,,yeah | well ==
1610.55,1611.83,Bed006-cA,qy^e^rt,30a,,,like are we adapting to it ?
1612.45,1612.9,Bed006-cA,qrr.%--,,,,or ?==
1612.51,1612.75,Bed006-c2,s^ar,30b,,,no .
1613.13,1617.09,Bed006-c2,s,,,,we - this is the output sort of of the natural language understanding .
1613.25,1613.43,Bed006-cA,b,,,,oh yeah .
1617.02,1617.42,Bed006-cA,b,,,,uh-huh .
1617.23,1617.55,Bed006-c2,qy^d^f^g^rt,,,,right ?
1618.07,1621.09,Bed006-c2,s,,,,the input into the action planning as it is now .
1619.46,1619.84,Bed006-cA,b,,,,mm-hmm .
1621.22,1621.55,Bed006-cA,b,,,,mm-hmm .
1622.45,1623.83,Bed006-c2,s.%--,,,,and what we are going to do ==
1623.83,1624.77,Bed006-c2,s.%--,,,,we going to ==
1625.23,1626.34,Bed006-c2,s.%--,,,,and you can see here ==
1626.8,1629.46,Bed006-c2,s^co,31a,,,and again for johno please - please focus the shadow .
1629.74,1630.34,Bed006-c1,s^bk,31b,,,o_k .
1630.44,1631.71,Bed006-c2,s.%--,,,,um - we're gon- ==
1631.71,1631.78,Bed006-c2,fh,,,,uh - uh ==
1631.97,1635.35,Bed006-c2,s,,,,here you have the action and the domain object .
1635.35,1636.2,Bed006-c2,s.%--,,,,and w- - and on - on ==
1635.67,1636.91,Bed006-cA,qw,,30=w0=a.n.b,,what did you think he was doing ?
1638.33,1638.79,Bed006-cA,s^fe^t^tc,,b.c,,o_k sorry !
1638.35,1638.72,Bed006-c1,s.%--,,,,i just ==
1639.03,1641.52,Bed006-c4,s^cs,,,,a laser pointer would be most appropriate here i think .
1640.99,1641.02,Bed006-c3,%,,,,eee ==
1641.4,1644.26,Bed006-c2,s|s.%-,,,,yeah | i - i um - have - i have no ==
1643.94,1645.1,Bed006-c1,s,,40=l-=a.a,,robert likes to be abstract .
1645.1,1646.63,Bed006-c1,s,,,,and that's what i just thought he was doing .
1647.04,1647.87,Bed006-cA,s,,b.c,,you look up here .
1648.43,1648.68,Bed006-cA,s^bk,,,,o_k .
1648.54,1651.19,Bed006-c2,s,,,,sort of between here and here .
1651.43,1664.73,Bed006-c2,s,,,,so as you can see this is on one level and we are going to add another um - struct if you want i_e a rich action description on that level .
1655.24,1655.6,Bed006-c4,b,,,,mm-hmm .
1665.4,1666.09,Bed006-c2,s.%-,,,,so in the future ==
1665.46,1667.04,Bed006-cA,s^bu.%-,32a,,,so it's just an additional information ==
1667.84,1668.26,Bed006-c2,s^aa,32b,,,exactly .
1668.26,1676.46,Bed006-c2,s,33a,,,in the future though the content of a hypothesis will not only be an object and an - an action and a domain object but an action a domain object and a rich action description .
1668.28,1668.55,Bed006-cA,b,,,,right .
1668.55,1670.44,Bed006-cA,s^e,,,,that doesn't hurt the current way .
1672.05,1672.41,Bed006-cA,b,,,,mm-hmm .
1676.45,1676.76,Bed006-cA,b,,,,mm-hmm .
1678.09,1678.47,Bed006-c2,%--,,,,which is ==
1678.12,1680.05,Bed006-c1,s^2,33b.34a,50=l-=a.a,,which - which we're abbreviating as rad .
1678.82,1678.95,Bed006-cA,b,,,,good .
1681.09,1682.11,Bed006-cA,b,,b,,hmm .
1681.23,1681.68,Bed006-c4,s^ba^fe,34b,b.c,,rad !
1683.2,1686.56,Bed006-c5,fg|s,35a,,,so um - | you had like an action schema and a source-path-goal schema .
1683.23,1684.14,Bed006-cA,b,,,,hmm .
1684.89,1685.05,Bed006-cA,b,,,,hmm .
1685.2,1685.53,Bed006-cA,b,,,,mm-hmm .
1686.56,1686.78,Bed006-c5,qy^d^f^g^rt,35a+,,,right ?
1686.78,1690.08,Bed006-c5,qw,35a++,,,so how does this source-path-goal schema fit into the uh - action schema ?
1690.37,1691.52,Bed006-c5,qy^e^rt,35a+++,,,like is it one of the tags there ?
1690.74,1691.87,Bed006-cA,s^bk|qy^rt,35b,,,yeah | can you go back to that one ?
1694.04,1695.84,Bed006-c1,s.%--,,,,so the source-path-goal schema in this case ==
1695.96,1699.07,Bed006-c1,s.%--,,,,i've - if i understand how we described - we set this up ==
1699.9,1700.87,Bed006-c1,fh,,,,um ==
1700.87,1702.47,Bed006-c1,s,,,,cuz we've been arguing about it all week .
1704.71,1707.62,Bed006-c1,s.%--,,,,but uh - we'll hold the - the ==
1709.35,1715.6,Bed006-c1,s,,,,well in this case it will hold the - i mean the - the features i guess .
1715.6,1717.28,Bed006-c1,s.%--,,,,i'm not - it's hard for me to exactly s- ==
1717.28,1720.54,Bed006-c1,s.%--,,,,so basically that will store the - the object that is w- ==
1720.86,1722.94,Bed006-c1,s^rt,36a,,,the source will store the object that we're going from .
1723.49,1723.9,Bed006-c4,b,,,,mm-hmm .
1723.86,1726.06,Bed006-c1,s.%-,,,,the goal will store the - the f- ==
1724.51,1726.7,Bed006-cA,s,36b.37a,,,so the fillers of the role source .
1726.06,1727.43,Bed006-c1,s,37b.38a,,,we'll fill those in - fill those roles in .
1727.13,1727.48,Bed006-cA,s^bk,38b.39a,,,o_k .
1727.43,1727.72,Bed006-c1,qy^d^g^rt,38b+.39a+,,,right ?
1727.75,1727.94,Bed006-c2,s^aa,39b,,,yeah .
1728.42,1731.92,Bed006-c1,s.%--,,,,the s- - action-schemas basically have extra ==
1732.62,1734.33,Bed006-c1,s.%--,,,,see we - so those are - schemas exist ==
1734.33,1736.6,Bed006-c1,s.%--,,,,because in case we need extra information ==
1737.93,1747.45,Bed006-c1,s,,,,instead of just making it an attribute and which - which is just one thing we - we decided to make it's own entity so that we could explode it out later on in case there is some structure that - that we need to exploit .
1747.85,1748.5,Bed006-cA,fg|s.%--,,,,o_k | so th- ==
1748.5,1749.24,Bed006-cA,s^fa|s^df.%--,,,,sorry | i just don't kn- ==
1749.24,1750.34,Bed006-cA,fh,,,,um - um - um ==
1750.34,1752.59,Bed006-cA,s,,,,this is just uh - x_m_l mo- - notational .
1752.59,1756.4,Bed006-cA,s,40a,,,but um - the fact that it's action schema and then sort of slash action schema .
1756.4,1757.84,Bed006-cA,s.%--,40a+,,,that's a whole entit- ==
1757.41,1757.95,Bed006-c1,s,40b.41a,,,that's a block .
1757.91,1758.45,Bed006-cA,s^bk^m,41b,,,that's a block .
1757.95,1758.24,Bed006-c1,b,,,,yeah .
1758.72,1760.71,Bed006-cA,qy^bu^d^rt,42a,,,whereas source is just an attribute ?
1760.71,1761.05,Bed006-cA,qy.%-,42a+,,,is that ?==
1761.07,1761.56,Bed006-c2,s^ar,42b.43a,,,no no no .
1761.56,1763.44,Bed006-c2,s,42b+.43a+,,,source is just not spelled out here .
1763.68,1764.55,Bed006-cA,s^bk,43b,,,oh o_k o_k .
1763.85,1771.48,Bed006-c2,s,44a,,,source meaning - source will be uh - will have a name a type maybe a dimensionality .
1771.19,1771.91,Bed006-cA,b,,,,uh-huh uh-huh .
1771.48,1775.16,Bed006-c2,s.%-,44a+,,,maybe canonical uh - orientation ==
1774.19,1776.92,Bed006-cA,s^bk|s.%-,44b.45a,,,o_k | could it - it could also be blocked out then as ==
1776.47,1776.72,Bed006-c1,s^aa,45b,,,yeah .
1776.72,1777.41,Bed006-c1,%--,45b+,,,the - so ==
1776.92,1777.26,Bed006-cA,b,,,,o_k .
1777.7,1777.95,Bed006-c1,s^aa,45b++,,,yeah .
1777.79,1778.66,Bed006-c2,s.%--,,,,s- - source it will be ==
1778.66,1779.62,Bed006-c2,s.%--,,,,you know we'll f- ==
1779.62,1781.03,Bed006-c2,s^df,46a,,,we know a lot about sources .
1781.03,1782.54,Bed006-c2,s,46a+,,,so we'll put all of that in source .
1781.4,1781.95,Bed006-cA,s^bk,46b,,,o_k .
1782.89,1788.35,Bed006-c2,s,,,,but it's independent whether we are using the s_p_g schema in an enter view or approach mode .
1788.01,1788.4,Bed006-cA,b^rt,,,,mm-hmm .
1788.35,1788.54,Bed006-c2,qy^d^g^rt,,,,right ?
1788.54,1791.64,Bed006-c2,s,,,,this is just properties of the s_p_g schema .
1792.28,1797.52,Bed006-c2,s^cs,1a,,,we can talk about paths being the fastest the quickest the nicest and so forth .
1797.95,1801.11,Bed006-c2,s^cs^e,1a+,,,uh - or - or - and the trajector should be coming in there as well .
