Bed012-c2_0081836_0085556,so i guess this is more or less now just to get you up to date johno .,so i guess this is more or less now just to get you up to date johno .,s^rt^t,s^rt^t
Bed012-c2_0247942_0251502,yea- - are you talking - are you talking about the - the structure ?,yea- - are you talking - are you talking about the - the structure ?,qy^bu^rt,qy^bu^rt
Bed012-c3_0252670_0252960,well it ==,well it ==,%-,%-
Bed012-c2_0253370_0254590,i mean when you observe a node .,i mean when you observe a node .,s^e,s^e
Bed012-c3_0254430_0259110,when you - when you say the input to the v- - java bayes it takes a certain format .,when you - when you say the input to the v- - java bayes it takes a certain format .,s,s
Bed012-c2_0258138_0258588,uhhuh .,um-hmm .,b,b
Bed012-c3_0259110_0259430,right ?,right ?,qy^d^g^rt,qy^d^g^rt
Bed012-c3_0260200_0261420,which i don't think is this .,which i don't think is this .,s^e,s^e
Bed012-c3_0261880_0262560,although i don't know .,although i don't know .,s^no,s^no
Bed012-c2_0263230_0264330,no it's certainly not this .,no it's certainly not this .,s^ar,s^ar
Bed012-c2_0264410_0264510,nuh .,nuh .,s^ar,s^ar
Bed012-c3_0265300_0266660,so you could just - couldn't you just run a ?==,so you could just - couldn't you just run a ?==,qy.%-,qy.%-
Bed012-c2_0267150_0268340,x s l yeah .,x_s_l yeah .,s^2,s^2
Bed012-c3_0268560_0268950,yeah .,yeah .,s^aa,s^aa
Bed012-c3_0269518_0271488,to convert it into the java bayes for- - format ?,to convert it into the java bayes for- - format ?,qy^bu^rt,qy^bu^rt
Bed012-c2_0271640_0271820,yep .,yep .,s^aa,s^aa
Bed012-c3_0272556_0272766,okay .,o_k .,s^bk,s^bk
Bed012-c2_0273540_0275912,that's - that's no problem .,that's - that's no problem .,s^ba,s^ba
Bed012-c2_0275912_0278772,but i even think that um ==,but i even think that um ==,s.%--,s.%--
Bed012-c2_0279501_0282851,i mean once - once you have this sort of as - running as a module ==,i mean once - once you have this sort of as - running as a module ==,s.%--,s.%--
Bed012-c2_0283460_0283670,right ?,right ?,qy^d^g^rt,qy^d^g^rt
Bed012-c2_0283670_0293140,what you want is you want to say okay give me the posterior probabilities of the go there node when this is happening .,what you want is you wanna say o_k give me the posterior probabilities of the go-there node when this is happening .,s:s,s:s
Bed012-c2_0293290_0293640,right ?,right ?,qy^d^g^rt,qy^d^g^rt
Bed012-c2_0293640_0298730,when the person said this the car is there it's raining and this is happening .,when the person said this the car is there it's raining and this is happening .,s:s,s:s
Bed012-c2_0299380_0305040,and with this you can specify the - what's happening in the situation and what's happening with the user .,and with this you can specify the - what's happening in the situation and what's happening with the user .,s^e^rt,s^e^rt
Bed012-c2_0305750_0310130,so we get - after we are done through the situation we get the user vector .,so we get - after we are done through the situation we get the user vector .,s,s
Bed012-c2_0312490_0313680,so this is a ==,so this is a ==,s.%-,s.%-
Bed012-c3_0314629_0317029,so this is just a specification of all the possible inputs ?,so this is just a specification of all the possible inputs ?,qy^bu^d^m,qy^bu^d^m
Bed012-c2_0317301_0317451,yep .,yep .,s^aa,s^aa
Bed012-c2_0318810_0319120,and ==,and ==,fh,fh
Bed012-c2_0320980_0322210,all the possible outputs too .,all the possible outputs too .,s^e,s^e
Bed012-c3_0323420_0323670,okay .,o_k .,s^bk,s^bk
Bed012-c2_0323882_0329651,so we have um for example the uh go there decision node .,so we have um for example the uh go-there decision node .,s:s,s:s
Bed012-c2_0330550_0333140,which has two elements .,which has two elements .,s^rt,s^rt
Bed012-c2_0333420_0336660,going there and its posterior probability .,going-there and its posterior probability .,s^e,s^e
Bed012-c2_0337240_0340100,and not going there and its posterior probability .,and not-going-there and its posterior probability .,s^e^rt,s^e^rt
Bed012-c2_0342640_0349800,because the output is always going to be all the decision nodes and all the - the - a- - all the posterior probabilities for all the values .,because the output is always gonna be all the decision nodes and all the - the - a- - all the posterior probabilities for all the values .,s^df,s^df
Bed012-c3_0351712_0354412,and then we would just look at the uh struct that we want to look at ?,and then we would just look at the eh struct that we wanna look at ?,qy^rt,qy^rt
Bed012-c3_0354412_0357142,in terms of if - if we're only asking about one of the ==,in terms of if - if we're only asking about one of the ==,s^e.%--,s^e.%--
Bed012-c3_0358590_0367350,so like if i'm just interested in the going there node i would just pull that information out of the struct that gets return- - that would - that java bayes would output ?,so like if i'm just interested in the going-there node i would just pull that information out of the struct that gets return- - that would - that java bayes would output ?,qy^bu^d^rt,qy^bu^d^rt
Bed012-c2_0369730_0371740,um | pretty much yes .,um | pretty much yes .,h|s^aap,h|s^aap
Bed012-c2_0371740_0375020,but i think it's a little bit more complex .,but i think it's a little bit more complex .,s,s
Bed012-c2_0377220_0384110,as - if i understand it correctly it always gives you all the posterior probabilities for all the values of all decision nodes .,as - if i understand it correctly it always gives you all the posterior probabilities for all the values of all decision nodes .,s^df,s^df
Bed012-c2_0385110_0394040,so when we input something we always get the uh posterior probabilities for all of these .,so when we input something we always get the uh posterior probabilities for all of these .,s,s
Bed012-c2_0394040_0394260,right ?,right ?,qy^d^g^rt,qy^d^g^rt
Bed012-c3_0394440_0394670,okay .,o_k .,s^bk,s^bk
Bed012-c2_0395580_0400490,so there is no way of telling it t- - not to tell us about the eva values .,so there is no way of telling it t- - not to tell us about the eva values .,s,s
Bed012-c3_0400627_0401327,yeah wait i agree .,yeah wait i agree .,s^aa,s^aa
Bed012-c3_0401327_0402907,that's - yeah use - oh uh yeah okay .,that's - yeah use - oh uh yeah o_k .,s^bk,s^bk
Bed012-c2_0403860_0411272,so - so we get this whole list of - of um things .,so - so we get this whole list of - of um things .,s,s
Bed012-c2_0411272_0414280,and the question is what to do with it .,and the question is what to do with it .,s,s
Bed012-c2_0415600_0416330,what to hand on .,what to hand on .,s,s
Bed012-c2_0416880_0417770,how to interpret it .,how to interpret it .,s,s
Bed012-c2_0418470_0419090,in a sense .,in a sense .,s^e,s^e
Bed012-c2_0420150_0425360,so y- - you said if you - i'm only interested in whether he wants to go there or not then i just look at that node .,so y- - you said if you - i'm only interested in whether he wants to go there or not then i just look at that node .,s,s
Bed012-c2_0426304_0426824,look which one ==,look which one ==,s.%-,s.%-
Bed012-c3_0426412_0427892,look at that struct in the output ?,look at that struct in the output ?,qy^bu^d^rt,qy^bu^d^rt
Bed012-c3_0427892_0428392,right ?,right ?,qy^d^g^rt,qy^d^g^rt
Bed012-c2_0428232_0428412,yep .,yep .,s^aa,s^aa
Bed012-c2_0429665_0431375,look at that struct in the - the output .,look at that struct in the - the output .,s^m,s^m
Bed012-c2_0431375_0433450,even though i wouldn't call it a struct .,even though i wouldn't call it a struct .,s^e,s^e
Bed012-c2_0433450_0433680,but ==,but ==,fh,fh
Bed012-c3_0434507_0436987,well i- - well it's an x m l structure that's being res- - returned .,well i- - well it's an x_m_l structure that's being res- - returned .,s,s
Bed012-c2_0436831_0437511,oh | uhhuh .,oh | mm-hmm .,s^bk|s^aa,s^bk|s^aa
Bed012-c3_0436987_0437217,right ?,right ?,qy^d^g^rt,qy^d^g^rt
Bed012-c2_0438950_0440550,so every part of a structure is a struct .,so every part of a structure is a struct .,s,s
Bed012-c2_0441560_0441740,yeah .,yeah .,b,b
Bed012-c3_0442080_0447090,yeah i just uh - i just was - abbreviated it to struct in my head and started going with that .,yeah i just uh - i just was - abbreviated it to struct in my head and started going with that .,s:s,s:s
Bed012-c2_0448950_0450680,that element or object i would say .,that element or object i would say .,s,s
Bed012-c3_0450200_0452120,not a c struct that's not what i was trying to k- ==,not a c_struct that's not what i was trying to k- ==,s.%--,s.%--
Bed012-c2_0451540_0451800,yeah .,yeah .,b,b
Bed012-c3_0452120_0452560,though - yeah .,though - yeah .,s,s
Bed012-c2_0454020_0454270,okay .,o_k .,fg,fg
Bed012-c2_0454860_0455890,and um ==,and um ==,fh,fh
Bed012-c2_0457951_0466880,the reason is - why i think it's a little bit more complex or why - why we can even think about it as an interesting problem in and of itself is ==,the reason is - why i think it's a little bit more complex or why - why we can even think about it as an interesting problem in and of itself is ==,s^df.%--,s^df.%--
Bed012-c2_0467810_0468570,um ==,um ==,fh,fh
Bed012-c2_0470473_0472515,so the uh ==,so the uh ==,s.%--,s.%--
Bed012-c2_0474680_0475810,let's look at an example .,let's look at an example .,s^co,s^co
Bed012-c3_0477680_0484690,well w- - wouldn't we just take the structure that's outputted and then run another transformation on it that would just dump the one that we wanted out ?,well w- - wouldn't we just take the structure that's outputted and then run another transformation on it that would just dump the one that we wanted out ?,qy^rt,qy^rt
Bed012-c2_0489240_0490580,yeah | w- - we'd need to prune .,yeah | w- - we'd need to prune .,s^aa|s,s^aa|s
Bed012-c2_0491754_0492014,right ?,right ?,qy^d^g^rt,qy^d^g^rt
Bed012-c2_0493427_0494317,throw things away .,throw things away .,s,s
Bed012-c3_0495621_0497081,well actually you don't even need to do that with x m l .,well actually you don't even need to do that with x_m_l .,s^nd,s^nd
Bed012-c3_0497081_0498521,d- - can't you just look at one specific ==,d- - can't you just look at one specific ==,s^ng.%-,s^ng.%-
Bed012-c2_0497473_0497693,no- ==,no- ==,%-,%-
Bed012-c2_0498600_0504933,yeah exactly | the xerxes allows you to say u- - just give me the value of that and that and that .,yeah exactly | the xerxes allows you to say u- - just give me the value of that and that and that .,s^aa|s:s,s^aa|s:s
Bed012-c2_0506740_0512740,but we don't really know what we're interested in before we look at the complete - at - at the overall result .,but we don't really know what we're interested in before we look at the complete - at - at the overall result .,s,s
Bed012-c2_0513229_0518510,so the person said um where is x .,so the person said um where is x_ .,s:qw,s:qw
Bed012-c2_0518600_0519080,and so ==,and so ==,fh,fh
Bed012-c2_0520160_0526767,we want to know um is - does he want info .,we want to know um is - does he want info .,s:qy,s:qy
Bed012-c2_0527337_0528227,o- - on this .,o- - on this .,s^e,s^e
Bed012-c2_0528867_0530887,or know the location .,or know the location .,s^e^rt,s^e^rt
Bed012-c2_0531720_0532760,or does he want to go there .,or does he want to go there .,s^e:qy,s^e:qy
Bed012-c2_0535880_0538120,let's assume this is our - our question .,let's assume this is our - our question .,s^co,s^co
Bed012-c3_0537410_0537730,sure .,sure .,s^bk,s^bk
Bed012-c2_0538500_0538640,nuh ?,nuh ?,qy^d^g^rt,qy^d^g^rt
Bed012-c2_0539490_0539920,so ==,so ==,fh,fh
Bed012-c2_0542820_0543320,um ==,um ==,fh,fh
Bed012-c2_0546428_0547338,do this in perl .,do this in perl .,s^t1,s^t1
Bed012-c2_0564709_0565339,so we get ==,so we get ==,s.%--,s.%--
Bed012-c2_0601790_0602020,okay .,o_k .,b,b
Bed012-c2_0617270_0618570,let's assume this is the output .,let's assume this is the output .,s^co,s^co
Bed012-c2_0621952_0622292,so ==,so ==,fh,fh
Bed012-c2_0623100_0625200,we should con- - be able to conclude from that that ==,we should con- - be able to conclude from that that ==,s.%--,s.%--
Bed012-c2_0626250_0632889,i mean it's always going to give us a value of how likely we think i- - it is that he wants to go there and doesn't want to go there .,i mean it's always gonna give us a value of how likely we think i- - it is that he wants to go there and doesn't want to go there .,s,s
Bed012-c2_0634210_0637398,or how likely it is that he wants to get information .,or how likely it is that he wants to get information .,s^e,s^e
Bed012-c2_0638030_0641700,but maybe w- - we should just reverse this to make it a little bit more delicate .,but maybe w- - we should just reverse this to make it a little bit more delicate .,s^cs,s^cs
Bed012-c2_0644075_0646305,so does he want to know where it is or does he want to go there ?,so does he wanna know where it is or does he wanna go there ?,qr,qr
Bed012-c3_0653880_0654780,he wants to know where it is .,he wants to know where it is .,s,s
Bed012-c2_0659240_0659470,right .,right .,s^aa,s^aa
Bed012-c2_0660510_0661680,i - i - i tend to agree .,i - i - i tend to agree .,s^aa,s^aa
Bed012-c2_0661680_0662960,and if it's - if ==,and if it's - if ==,s.%-,s.%-
Bed012-c3_0662910_0664370,well now y- - i mean you could ==,well now y- - i mean you could ==,s^cs.%-,s^cs.%-
Bed012-c2_0664110_0666350,and i- - if there's sort of a clear winner here ==,and i- - if there's sort of a clear winner here ==,s.%--,s.%--
Bed012-c2_0667650_0674314,and um | and this is pretty uh indifferent ==,and um | and this is pretty uh indifferent ==,fh|s.%--,fh|s.%--
Bed012-c2_0683960_0689750,then we - then we might conclude that he actually wants to just know where uh t- - uh he does want to go there .,then we - then we might conclude that he actually wants to just know where uh t- - uh he does want to go there .,s,s
Bed012-c3_0691110_0700460,uh | out of curiosity is there a reason why we wouldn't combine these three nodes into one smaller subnet ?,uh | out of curiosity is there a reason why we wouldn't combine these three nodes into one smaller subnet ?,fg|qy^rt,fg|qy^rt
Bed012-c3_0701270_0705810,that would just basically be the question for ==,that would just basically be the question for ==,s.%--,s.%--
Bed012-c3_0705810_0707290,we have where is x is the question .,we have where is x_ is the question .,s^bu,s^bu
Bed012-c3_0707290_0707510,right ?,right ?,qy^d^g^rt,qy^d^g^rt
Bed012-c3_0707510_0709340,that would just be info on or location ?,that would just be info-on or location ?,qy^bu^rt,qy^bu^rt
Bed012-c3_0710030_0710670,based upon ==,based upon ==,s^e.%--,s^e.%--
Bed012-c2_0712710_0713210,or go there .,or go-there .,s^2:s,s^2:s
Bed012-c2_0713210_0716030,a lot of people ask that if they actually just want to go there .,a lot of people ask that if they actually just wanna go there .,s^df,s^df
Bed012-c2_0717750_0719690,people come up to you on campus and say where's the library .,people come up to you on campus and say where's the library .,s:qw,s:qw
Bed012-c2_0719690_0722370,you're going to say - y- - you're going to say g- - go down that way .,you're gonna say - y- - you're gonna say g- - go down that way .,s:s^co,s:s^co
Bed012-c2_0722550_0727500,you're not going to say it's - it's five hundred yards away from you or it's north of you or it's located ==,you're not gonna say it's - it's five hundred yards away from you or it's north of you or it's located ==,s.%-,s.%-
Bed012-c3_0726990_0734910,well i mean - but the - there's - so you just have three decisions for the final node that would link thes- - these three nodes in the net together .,well i mean - but the - there's - so you just have three decisions for the final node that would link thes- - these three nodes in the net together .,s,s
Bed012-c2_0735750_0736930,um ==,um ==,h,h
Bed012-c2_0738880_0740020,i don't know whether i understand what you mean .,i don't know whether i understand what you mean .,s^no,s^no
Bed012-c2_0740020_0751090,but again in this - given this input we also in some situations may want to postulate an opinion whether that person wants to go there now .,but again in this - given this input we also in some situations may wanna postulate an opinion whether that person wants to go there now .,s^cs^t,s^cs^t
Bed012-c2_0751720_0752610,the nicest way .,the nicest way .,s^e,s^e
Bed012-c2_0752900_0753560,use a cab .,use a cab .,s^e,s^e
Bed012-c2_0753670_0754300,or so s- ==,or so s- ==,s.%--,s.%--
Bed012-c2_0755910_0763660,wants to know it - wants to know where it is because he wants something fixed there because he wants to visit t- - it or whatever .,wants to know it - wants to know where it is because he wants something fixed there because he wants to visit t- - it or whatever .,s,s
Bed012-c2_0764560_0771190,so it - n- - i mean - a- - all i'm saying is whatever our input is we're always going to get the full output .,so it - n- - i mean - a- - all i'm saying is whatever our input is we're always gonna get the full output .,s^bs,s^bs
Bed012-c2_0772350_0781420,and some - some things will always be sort of too - not significant enough .,and some - some things will always be sort of too - not significant enough .,s,s
Bed012-c3_0779432_0779642,wha- ==,wha- ==,%-,%-
Bed012-c3_0781812_0782922,or i- - or i- - it'll be tight .,or i- - or i- - it'll be tight .,s^e,s^e
Bed012-c3_0782922_0784202,you won't - it'll be hard to decide .,you won't - it'll be hard to decide .,s^e,s^e
Bed012-c2_0783641_0783921,yep .,yep .,s^aa,s^aa
Bed012-c3_0784542_0790983,but i mean i guess - i guess the thing is uh this is another smaller case of reasoning in the case of an uncertainty .,but i mean i guess - i guess the thing is uh this is another smaller case of reasoning in the case of an uncertainty .,s^df,s^df
Bed012-c3_0790983_0795708,which makes me think bayes net should be the way to solve these things .,which makes me think bayes-net should be the way to solve these things .,s,s
Bed012-c3_0795708_0797208,so if you had - if for every construction ==,so if you had - if for every construction ==,s.%--,s.%--
Bed012-c3_0797208_0797468,right ?,right ?,qy^d^f^g^rt,qy^d^f^g^rt
Bed012-c2_0797548_0797798,oh !,oh !,s^fe,s^fe
Bed012-c3_0798170_0800370,you could say well there - here's the where is construction .,you could say well there - here's the where-is construction .,s^cs:s,s^cs:s
Bed012-c3_0800838_0805758,and for the where is construction we know we need to l- - look at this node that merges these three things together .,and for the where-is construction we know we need to l- - look at this node that merges these three things together .,s,s
Bed012-c2_0805996_0806366,uhhuh .,mm-hmm .,b,b
Bed012-c3_0806540_0808010,as for th- - to decide the response .,as for th- - to decide the response .,s^df^e,s^df^e
Bed012-c3_0808170_0812140,and since we have a finite number of constructions that we can deal with we could have a finite number of nodes .,and since we have a finite number of constructions that we can deal with we could have a finite number of nodes .,s,s
Bed012-c2_0812948_0813318,okay .,o_k .,s^bk,s^bk
Bed012-c3_0814311_0817141,say if we had to y- - deal with arbitrary language it wouldn't make any sense to do that .,say if we had to y- - deal with arbitrary language it wouldn't make any sense to do that .,s,s
Bed012-c2_0814758_0815228,uhhuh .,mm-hmm .,b,b
Bed012-c3_0817141_0820951,because there'd be no way to generate the nodes for every possible sentence .,because there'd be no way to generate the nodes for every possible sentence .,s^df,s^df
Bed012-c2_0821323_0821573,uhhuh .,mm-hmm .,b,b
Bed012-c3_0821660_0823470,but since we can only deal with a finite amount of stuff ==,but since we can only deal with a finite amount of stuff ==,s.%--,s.%--
Bed012-c2_0824670_0830490,so basically the idea is to f- - to feed the output of that belief net into another belief net .,so basically the idea is to f- - to feed the output of that belief-net into another belief-net .,s^bu,s^bu
Bed012-c3_0830790_0833560,yeah | so basically take these three things and then put them into another belief net .,yeah | so basically take these three things and then put them into another belief-net .,s^aa|s^bs,s^aa|s^bs
Bed012-c2_0833910_0835930,but why - why - why only those three ?,but why - why - why only those three ?,qw,qw
Bed012-c2_0835930_0836580,why not the whol- ?==,why not the whol- ?==,qw.%-,qw.%-
Bed012-c3_0836193_0837903,well i mean d- - for the where is question .,well i mean d- - for the where-is question .,s:qw,s:qw
Bed012-c3_0838183_0839793,so we'd have a node for the where is question .,so we'd have a node for the where-is question .,s:qw,s:qw
Bed012-c2_0842650_0847160,yeah but we believe that all the decision nodes are - can be relevant for the where is ==,yeah but we believe that all the decision nodes are - can be relevant for the where-is ==,s^arp.%--,s^arp.%--
Bed012-c2_0847460_0849520,and the where - how do i get to .,and the where - how-do-i-get-to .,s^e^rt:qw,s^e^rt:qw
Bed012-c2_0849890_0851170,or the tell me something about .,or the tell-me-something-about .,s^e,s^e
Bed012-c3_0856400_0857180,you can come in if you want .,you can come in if you want .,s,s
Bed012-c2_0859180_0859970,yes it is allowed .,yes it is allowed .,s,s
Bed012-c3_0860347_0862837,as long as y- - you're not wearing your h- - your h- - headphones .,as long as y- - you're not wearing your h- - your h- - headphones .,s^2,s^2
Bed012-c3_0869690_0872110,well i do- - i - see i don't know if this is a good idea or not .,well i do- - i - see i don't know if this is a good idea or not .,s,s
Bed012-c3_0872110_0873050,i'm just throwing it out .,i'm just throwing it out .,s,s
Bed012-c3_0875015_0882585,but uh it seems like we could have - i mea- - or uh we could put all of the- - all of the r- - information that could also be relevant into the where is node answer .,but uh it seems like we could have - i mea- - or uh we could put all of the- - all of the r- - information that could also be relevant into the where-is node answer .,s^cs,s^cs
Bed012-c2_0880512_0880742,uhhuh .,mm-hmm .,b,b
Bed012-c2_0884181_0884301,yep .,yep .,s^aa,s^aa
Bed012-c3_0885170_0885440,node .,node .,s^e,s^e
Bed012-c3_0885991_0886241,thing .,thing .,s^e,s^e
Bed012-c3_0887013_0887303,stuff .,stuff .,s^e,s^e
Bed012-c3_0887943_0888633,and uh ==,and uh ==,fh,fh
Bed012-c4_0890719_0890919,okay .,o_k .,b,b
Bed012-c2_0893250_0893490,i mean ==,i mean ==,fg,fg
Bed012-c2_0894185_0901595,let's not forget we're going to get some very strong input from these sub- - dis- - from these discourse things .,let's not forget we're gonna get some very strong input from these sub- - dis- - from these discourse things .,s^co,s^co
Bed012-c2_0901595_0901945,right ?,right ?,qy^d^g^rt,qy^d^g^rt
Bed012-c2_0902469_0902969,so ==,so ==,fh,fh
Bed012-c2_0903570_0905430,tell me the location of x .,tell me the location of x_ .,s:s^co,s:s^co
Bed012-c2_0906610_0906790,nuh ?,nuh ?,qy^d^g^rt,qy^d^g^rt
Bed012-c2_0907390_0909880,or where is x located at .,or where is x_ located at .,s:qw,s:qw
Bed012-c3_0909522_0909872,we u- ==,we u- ==,%-,%-
Bed012-c2_0910210_0910380,nuh ?,nuh ?,qy^d^g^rt,qy^d^g^rt
Bed012-c3_0910800_0915420,yeah i know but the bayes net would be able to - the weights on the on the nodes in the bayes net would be able to do all that .,yeah i know but the bayes-net would be able to - the weights on the on the nodes in the bayes-net would be able to do all that .,s,s
Bed012-c3_0915420_0915820,wouldn't it ?,wouldn't it ?,qy^d^g^rt,qy^d^g^rt
Bed012-c2_0915649_0916099,uhhuh .,mm-hmm .,s^aa^rt,s^aa^rt
Bed012-c3_0917792_0918092,here's a k- ==,here's a k- ==,s.%--,s.%--
Bed012-c3_0919646_0919766,oh !,oh !,s^fe,s^fe
Bed012-c3_0920208_0921588,oh i'll wait until you're plugged in .,oh i'll wait until you're plugged in .,s^cc,s^cc
Bed012-c3_0922770_0923420,oh don't sit there .,oh don't sit there .,s^co,s^co
Bed012-c3_0923420_0923840,sit here .,sit here .,s^co,s^co
Bed012-c3_0924541_0925541,you know how you don't like that one .,you know how you don't like that one .,s^df,s^df
Bed012-c3_0925651_0925991,it's okay .,it's o_k .,s,s
Bed012-c3_0927549_0928249,that's the weird one .,that's the weird one .,s^df,s^df
