2636.13,2637.93,Bed015-c5,s,11b++++,,but x_schema well it obviously has to be an x_schema .
2638.35,2642.23,Bed015-c5,s^df,11b+++++,,agent i mean the - the performer of the x_schema that s- - depends on the x_schema .
2642.23,2644.57,Bed015-c5,s.%-,11b++++++,,you know and i - in general it would probably be you know ==
2644.46,2648.1,Bed015-c4,s^bu,13a,,so the difference is basically whether you thought it was obvious what the possible fillers were .
2646.9,2647.37,Bed015-c5,s^aa,13b.14a,,yeah .
2647.7,2648.4,Bed015-c5,s^na,13b+.14a+,,basically .
2648.41,2648.82,Bed015-c0,b,,,mm-hmm .
2648.52,2648.81,Bed015-c4,s^bk,14b,,o_k .
2648.73,2650.31,Bed015-c5,s,13b++,,um aspectual type probably isn't obvious .
2650.31,2652.35,Bed015-c5,s^df,13b+++,,but i should have - so i just neglected to stick something in .
2651.82,2652.53,Bed015-c1,b,,,mmm .
2652.55,2654.33,Bed015-c5,s^e,,,perspective actor undergoer observer .
2654.33,2654.7,Bed015-c5,fh,,,um ==
2655.44,2657.72,Bed015-c5,s.%--,,,i think we've often used agent patient obser- ==
2656.51,2656.91,Bed015-c4,s^fe,15a,,whee !
2657.36,2658.22,Bed015-c4,s^bu|qy^d^g^rt,15a+,,that's that one | right ?
2657.72,2658.5,Bed015-c5,s^aa|s^na,15b,,yeah | exactly .
2659.7,2660.2,Bed015-c5,s^na^r,15b+,,exactly .
2660.44,2675.62,Bed015-c5,fh|s,,,um | and so one nice thing that uh we had talked about is this example of like if you have a passive construction then one thing it does is ch- - you know - definitely it is one way to - for you to you know specifically take the perspective of the undergoing kind of object .
2675.9,2680.05,Bed015-c5,s:qy^rt,,,and so then we talked about you know whether well does that specify topic as well .
2680.05,2681.14,Bed015-c5,s:s^am,,,well maybe there are other things .
2681.14,2683.51,Bed015-c5,s^df,,,you know now that it's - subject is more like a topic .
2683.51,2684.08,Bed015-c5,s.%--,,,and now that you know ==
2684.76,2685.05,Bed015-c5,fg,,,anyway .
2685.05,2685.47,Bed015-c5,s^fa,,,so sorry .
2685.47,2688.04,Bed015-c5,s^cc^rt,,,i'm gonna trail off on that one cuz it's not that f- - important right now .
2688.47,2688.91,Bed015-c5,fh,,,um ==
2688.66,2695.12,Bed015-c2,s,16a,,n- - now for the moment we just need the ability to l- - l- - write it down if - if somebody figured out what the rules were .
2691.44,2692.03,Bed015-c5,s^2.%--,16b,,to know how ==
2694.25,2694.66,Bed015-c5,s^aa,16b+,,yeah .
2694.95,2695.32,Bed015-c5,s^aa^r,16b++,,yeah .
2695.3,2695.45,Bed015-c2,fh,,,yeah .
2695.32,2695.9,Bed015-c5,s^na,16b+++,,exactly .
2696.15,2696.75,Bed015-c5,fh,,,um ==
2697.62,2698.53,Bed015-c5,s.%--,,,some of these other ones ==
2698.53,2698.85,Bed015-c5,fh,,,let's see .
2698.85,2699.27,Bed015-c5,fh,,,so ==
2700.22,2703,Bed015-c5,s^no,,,uh one thing i'm uncertain about is how polarity interacts .
2703,2704.99,Bed015-c5,s.%--,,needs to be merged,so polarity uh is using for like ==
2703.18,2703.61,Bed015-c2,b,,,mm-hmm .
